sent,quest,ans
Sandra travelled to the bedroom . Sandra journeyed to the garden .Where is Sandra ?,garden,hallway
Sandra travelled to the bedroom . Sandra journeyed to the garden . Sandra moved to the hallway . Sandra travelled to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra travelled to the bedroom . Sandra journeyed to the garden . Sandra moved to the hallway . Sandra travelled to the bathroom . Mary went to the bathroom . John moved to the office .Where is Sandra ?,bathroom,hallway
Sandra travelled to the bedroom . Sandra journeyed to the garden . Sandra moved to the hallway . Sandra travelled to the bathroom . Mary went to the bathroom . John moved to the office . Sandra went back to the office . Mary travelled to the hallway .Where is Sandra ?,office,hallway
Sandra travelled to the bedroom . Sandra journeyed to the garden . Sandra moved to the hallway . Sandra travelled to the bathroom . Mary went to the bathroom . John moved to the office . Sandra went back to the office . Mary travelled to the hallway . Mary went to the garden . Daniel moved to the office .Where is Mary ?,garden,hallway
Mary went back to the bathroom . Mary journeyed to the garden .Where is Mary ?,garden,hallway
Mary went back to the bathroom . Mary journeyed to the garden . Sandra went back to the bedroom . Daniel moved to the bathroom .Where is Mary ?,garden,hallway
Mary went back to the bathroom . Mary journeyed to the garden . Sandra went back to the bedroom . Daniel moved to the bathroom . Mary moved to the hallway . Daniel went to the hallway .Where is Sandra ?,bedroom,hallway
Mary went back to the bathroom . Mary journeyed to the garden . Sandra went back to the bedroom . Daniel moved to the bathroom . Mary moved to the hallway . Daniel went to the hallway . Daniel went to the bedroom . Sandra journeyed to the kitchen .Where is Sandra ?,kitchen,hallway
Mary went back to the bathroom . Mary journeyed to the garden . Sandra went back to the bedroom . Daniel moved to the bathroom . Mary moved to the hallway . Daniel went to the hallway . Daniel went to the bedroom . Sandra journeyed to the kitchen . Mary journeyed to the bedroom . Sandra journeyed to the garden .Where is Daniel ?,bedroom,kitchen
Mary moved to the hallway . Daniel travelled to the hallway . John went back to the hallway . John went to the office . John moved to the kitchen . John travelled to the bathroom .Where is John ?,bathroom,kitchen
Mary moved to the hallway . Daniel travelled to the hallway . John went back to the hallway . John went to the office . John moved to the kitchen . John travelled to the bathroom . Sandra travelled to the garden . Sandra went to the bathroom .Where is John ?,bathroom,kitchen
Mary moved to the hallway . Daniel travelled to the hallway . John went back to the hallway . John went to the office . John moved to the kitchen . John travelled to the bathroom . Sandra travelled to the garden . Sandra went to the bathroom . Daniel moved to the bathroom . John went to the office .Where is John ?,office,kitchen
Mary moved to the hallway . John travelled to the garden . Daniel travelled to the garden . Daniel went to the office . Daniel moved to the bathroom . Sandra went back to the office .Where is Daniel ?,bathroom,kitchen
Mary moved to the hallway . John travelled to the garden . Daniel travelled to the garden . Daniel went to the office . Daniel moved to the bathroom . Sandra went back to the office . Mary went back to the garden . Mary moved to the hallway .Where is Sandra ?,office,hallway
John travelled to the bathroom . John travelled to the garden .Where is John ?,garden,kitchen
John travelled to the bathroom . John travelled to the garden . Daniel journeyed to the office . Sandra went to the garden .Where is Sandra ?,garden,hallway
John travelled to the bathroom . John travelled to the garden . Daniel journeyed to the office . Sandra went to the garden . John travelled to the kitchen . Mary journeyed to the bedroom . Mary moved to the hallway . Sandra went to the kitchen .Where is Sandra ?,kitchen,hallway
John travelled to the bathroom . John travelled to the garden . Daniel journeyed to the office . Sandra went to the garden . John travelled to the kitchen . Mary journeyed to the bedroom . Mary moved to the hallway . Sandra went to the kitchen . Daniel went back to the hallway . Sandra went to the bathroom .Where is Daniel ?,hallway,kitchen
John journeyed to the bedroom . Sandra journeyed to the garden .Where is Sandra ?,garden,hallway
John journeyed to the bedroom . Sandra journeyed to the garden . Daniel went back to the hallway . Mary went to the hallway . Daniel travelled to the kitchen . Daniel went to the office .Where is Daniel ?,office,kitchen
John journeyed to the bedroom . Sandra journeyed to the garden . Daniel went back to the hallway . Mary went to the hallway . Daniel travelled to the kitchen . Daniel went to the office . Daniel travelled to the bedroom . Sandra went to the office . Mary went back to the bathroom . Mary journeyed to the office .Where is Sandra ?,office,hallway
Sandra moved to the bedroom . Daniel journeyed to the garden .Where is Daniel ?,garden,kitchen
Sandra moved to the bedroom . Daniel journeyed to the garden . Mary moved to the bedroom . Sandra went back to the hallway . John went to the office . Sandra went back to the bathroom .Where is Daniel ?,garden,kitchen
Sandra moved to the bedroom . Daniel journeyed to the garden . Mary moved to the bedroom . Sandra went back to the hallway . John went to the office . Sandra went back to the bathroom . Sandra went back to the kitchen . Sandra travelled to the office .Where is Sandra ?,office,hallway
Sandra moved to the bedroom . Daniel journeyed to the garden . Mary moved to the bedroom . Sandra went back to the hallway . John went to the office . Sandra went back to the bathroom . Sandra went back to the kitchen . Sandra travelled to the office . John moved to the garden . Daniel went to the bedroom .Where is Sandra ?,office,hallway
Sandra went to the garden . John travelled to the office .Where is Sandra ?,garden,hallway
Sandra went to the garden . John travelled to the office . Sandra went back to the hallway . Mary went back to the office .Where is John ?,office,kitchen
Sandra went to the garden . John travelled to the office . Sandra went back to the hallway . Mary went back to the office . Mary moved to the kitchen . Mary went back to the bathroom .Where is Mary ?,bathroom,hallway
Sandra went to the garden . John travelled to the office . Sandra went back to the hallway . Mary went back to the office . Mary moved to the kitchen . Mary went back to the bathroom . Mary travelled to the garden . Daniel went back to the kitchen .Where is Mary ?,garden,hallway
Sandra went to the garden . John travelled to the office . Sandra went back to the hallway . Mary went back to the office . Mary moved to the kitchen . Mary went back to the bathroom . Mary travelled to the garden . Daniel went back to the kitchen . Sandra travelled to the kitchen . Daniel travelled to the bathroom .Where is Daniel ?,bathroom,kitchen
John went back to the bedroom . Sandra journeyed to the bathroom .Where is John ?,bedroom,kitchen
John went back to the bedroom . Sandra journeyed to the bathroom . Sandra went to the hallway . Mary went back to the hallway .Where is John ?,bedroom,kitchen
John went back to the bedroom . Sandra journeyed to the bathroom . Sandra went to the hallway . Mary went back to the hallway . Mary moved to the kitchen . Daniel went back to the hallway . Daniel travelled to the bedroom . Mary travelled to the office .Where is Mary ?,office,hallway
John went back to the bedroom . Sandra journeyed to the bathroom . Sandra went to the hallway . Mary went back to the hallway . Mary moved to the kitchen . Daniel went back to the hallway . Daniel travelled to the bedroom . Mary travelled to the office . Sandra travelled to the garden . John went back to the hallway .Where is Daniel ?,bedroom,kitchen
Sandra moved to the bedroom . John went to the hallway .Where is John ?,hallway,kitchen
Sandra moved to the bedroom . John went to the hallway . Sandra travelled to the office . Sandra moved to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra moved to the bedroom . John went to the hallway . Sandra travelled to the office . Sandra moved to the bathroom . John went back to the garden . John travelled to the bathroom .Where is John ?,bathroom,kitchen
Sandra moved to the bedroom . John went to the hallway . Sandra travelled to the office . Sandra moved to the bathroom . John went back to the garden . John travelled to the bathroom . Daniel travelled to the garden . Mary went back to the bathroom .Where is John ?,bathroom,kitchen
John moved to the bathroom . John travelled to the garden .Where is John ?,garden,kitchen
John moved to the bathroom . John travelled to the garden . Sandra travelled to the hallway . Daniel moved to the kitchen .Where is John ?,garden,kitchen
John moved to the bathroom . John travelled to the garden . Sandra travelled to the hallway . Daniel moved to the kitchen . Sandra journeyed to the office . Mary moved to the bathroom . Daniel went back to the hallway . Mary journeyed to the kitchen .Where is Sandra ?,office,hallway
